,Phrase,Review,Count
1924,assassin creed shadow finally,TrueAchievments,1
1925,assassin creed shadow finally,VGC,1
1926,assassin creed shadow finally,Windows Central,1
1927,creed shadow finally give,ComicBook,1
1928,creed shadow finally give,Gaming Age,1
1929,creed shadow finally long,ComicBook,1
1930,creed shadow finally long,Shacknews,1
1931,assassin creed game fan,ComicBook,1
1932,assassin creed game fan,GameRant,1
1933,assassin creed game fan,RPGFan,1
1934,natural fit assassin creed,ComicBook,1
1935,natural fit assassin creed,TheEscapist,1
1936,assassin creed shadow perfect,ComicBook,1
1937,assassin creed shadow perfect,GamesRadar,1
1938,assassin creed shadow perfect,GamingBible,1
1939,assassin creed shadow perfect,Windows Central,1
1940,assassin creed iv black,ComicBook,1
1941,assassin creed iv black,GamingTrend,1
1942,assassin creed iv black,Windows Central,1
1943,creed iv black flag,ComicBook,1
1944,creed iv black flag,GamingTrend,1
1945,creed iv black flag,Windows Central,1
1946,like odyssey valhalla lean,ComicBook,1
1947,like odyssey valhalla lean,Hey Poor Player,1
1948,familiar assassin creed gameplay,ComicBook,1
1949,familiar assassin creed gameplay,Stevivor,1
1950,despite assassin creed shadow,ComicBook,1
1951,despite assassin creed shadow,Twinfinite,1
1952,assassin creed shadow solid,ComicBook,1
1953,assassin creed shadow solid,wccftech,1
1954,although assassin creed shadow,ComicBook,1
1955,although assassin creed shadow,GamesRadar,1
1956,lapse assassin creed fan,ComicBook,1
1957,lapse assassin creed fan,RPG Site,1
1958,assassin creed shadow finally give,ComicBook,1
1959,assassin creed shadow finally give,Gaming Age,1
1960,assassin creed shadow finally long,ComicBook,1
1961,assassin creed shadow finally long,Shacknews,1
1962,assassin creed iv black flag,ComicBook,1
1963,assassin creed iv black flag,GamingTrend,1
1964,assassin creed iv black flag,Windows Central,1
1965,setting assassin creed,Creative Bloq,1
1966,setting assassin creed,digitalchumps,2
1967,setting assassin creed,HardcoreGamer,1
1968,setting assassin creed,TheXboxHub,1
1969,setting assassin creed,TrueAchievments,1
1970,rise ronin already,Creative Bloq,1
1971,rise ronin already,HardcoreGamer,1
1972,sun assassin creed,Creative Bloq,1
1973,sun assassin creed,GamesHub,1
1974,appreciation japanese culture,Creative Bloq,1
1975,appreciation japanese culture,GamingBible,1
1976,instalment assassin creed,Creative Bloq,1
1977,instalment assassin creed,irish_independent,1
1978,think shadow something,Creative Bloq,1
1979,think shadow something,PC Gamer,1
1980,yasuke samurai naoe,Creative Bloq,1
1981,yasuke samurai naoe,XboxEra,1
1982,samurai naoe shinobi,Creative Bloq,1
1983,samurai naoe shinobi,Player2,1
1984,samurai naoe shinobi,XboxEra,1
1985,offer best world,Creative Bloq,1
1986,offer best world,TechRadar,1
1987,shadow open world,Creative Bloq,1
1988,shadow open world,Eurogamer,1
1989,shadow open world,Game8,1
1990,shadow open world,GameRant,1
1991,shadow open world,Inverse,1
1992,shadow open world,PC Gamer,1
1993,shadow open world,TheXboxHub,1
1994,world game set,Creative Bloq,2
1995,world game set,Finger Guns,1
1996,warlord oda nobunaga,Creative Bloq,1
1997,warlord oda nobunaga,Metro News,1
1998,warlord oda nobunaga,RPG Site,1
1999,around 10 hour,Creative Bloq,1
2000,around 10 hour,Twinfinite,1
2001,naoe likable protagonist,Creative Bloq,1
2002,naoe likable protagonist,GameSpew,1
2003,masked figure responsible,Creative Bloq,1
2004,masked figure responsible,Game Informer,1
2005,kill father steal,Creative Bloq,1
2006,kill father steal,Worthplaying,1
2007,shadow feel like,Creative Bloq,1
2008,shadow feel like,Gamecritics,1
2009,shadow feel like,GameSpew,1
2010,shadow feel like,GameSpot,2
2011,shadow feel like,GamingBible,1
2012,shadow feel like,GamingBolt,1
2013,shadow feel like,Inverse,1
2014,shadow feel like,RPG Site,1
2015,shadow feel like,TheEscapist,1
2016,shadow feel like,TheGamer,1
2017,shadow feel like,TrueAchievments,2
2018,shadow feel like,Twinfinite,1
2019,shadow feel like,VG247,1
2020,shadow feel like,VGC,1
2021,shadow feel like,Well Played,1
2022,shadow feel like,wgtc,1
2023,shadow feel like,Worthplaying PC,1
2024,old assassin creed,Creative Bloq,1
2025,old assassin creed,DualShockers,1
2026,old assassin creed,GameRant,1
2027,old assassin creed,Kotaku,1
2028,return eagle vision,Creative Bloq,1
2029,return eagle vision,Twinfinite,1
2030,wall grapple hook,Creative Bloq,1
2031,wall grapple hook,PlayStation LifeStyle,1
2032,wall grapple hook,Windows Central,1
2033,leap faith haystack,Creative Bloq,1
2034,leap faith haystack,digitalchumps,1
2035,fight head on,Creative Bloq,1
2036,fight head on,GamesRadar,1
2037,fight feel like,Creative Bloq,1
2038,fight feel like,DualShockers,1
2039,dual protagonist one,Creative Bloq,1
2040,dual protagonist one,HardcoreGamer,1
2041,easy forgive shadow,Creative Bloq,1
2042,easy forgive shadow,PCGamesN,1
2043,around open world,Creative Bloq,1
2044,around open world,GamingTrend,1
2045,open world japan,Creative Bloq,1
2046,open world japan,Push Square,1
2047,open world japan,ScreenRant,1
2048,open world japan,XboxAchievements,1
2049,best look game,Creative Bloq,1
2050,best look game,Finger Guns,1
2051,best look game,GamingTrend,1
2052,immersive mode character,Creative Bloq,1
2053,immersive mode character,wccftech,1
2054,game set feudal,Creative Bloq,2
2055,game set feudal,DualShockers,1
2056,game set feudal,GamingBolt,1
2057,game set feudal,Hey Poor Player,1
2058,game set feudal,TheSixthAxis,1
2059,game set feudal,wgtc,1
2060,dynamic season system,Creative Bloq,1
2061,dynamic season system,Push Square,1
2062,gorgeous cherry blossom,Creative Bloq,1
2063,gorgeous cherry blossom,Well Played,1
2064,period assassin creed,Creative Bloq,1
2065,period assassin creed,Kotaku,1
2066,period assassin creed,ScreenRant,1
2067,period assassin creed,XboxAchievements,1
2068,tsushima rise ronin already,Creative Bloq,1
2069,tsushima rise ronin already,HardcoreGamer,1
2070,sun assassin creed shadow,Creative Bloq,1
2071,sun assassin creed shadow,GamesHub,1
2072,yasuke samurai naoe shinobi,Creative Bloq,1
2073,yasuke samurai naoe shinobi,XboxEra,1
2074,open world game set,Creative Bloq,2
2075,open world game set,Finger Guns,1
2076,world game set japan,Creative Bloq,2
2077,world game set japan,Finger Guns,1
2078,old assassin creed game,Creative Bloq,1
2079,old assassin creed game,GameRant,1
2080,old assassin creed game,Kotaku,1
2081,game set feudal japan,Creative Bloq,2
2082,game set feudal japan,DualShockers,1
2083,game set feudal japan,GamingBolt,1
2084,game set feudal japan,Hey Poor Player,1
2085,game set feudal japan,TheSixthAxis,1
2086,game set feudal japan,wgtc,1
2087,period assassin creed shadow,Creative Bloq,1
2088,period assassin creed shadow,ScreenRant,1
2089,period assassin creed shadow,XboxAchievements,1
2090,set feudal japan assassin,Creative Bloq,1
2091,set feudal japan assassin,TrueAchievments,1
2092,ghost tsushima rise ronin already,Creative Bloq,1
2093,ghost tsushima rise ronin already,HardcoreGamer,1
2094,open world game set japan,Creative Bloq,2
2095,open world game set japan,Finger Guns,1
2096,set feudal japan assassin creed,Creative Bloq,1
2097,set feudal japan assassin creed,TrueAchievments,1
2098,feudal japan assassin creed shadow,Creative Bloq,1
2099,feudal japan assassin creed shadow,HardcoreGamer,1
2100,feudal japan assassin creed shadow,IGN,1
2101,feudal japan assassin creed shadow,TheEscapist,1
2102,feudal japan assassin creed shadow,TheSixthAxis,1
2103,feudal japan assassin creed shadow,TrueAchievments,1
2104,shadow review best,Dexerto,1
2105,shadow review best,VGC,1
2106,since black flag,Dexerto,3
2107,since black flag,Loot Level Chill,1
2108,since black flag,VG247,1
2109,since black flag,Windows Central,1
2110,black flag assassin,Dexerto,1
2111,black flag assassin,GamingTrend,1
2112,flag assassin creed,Dexerto,1
2113,flag assassin creed,GamingTrend,1
2114,naoe shinobi iga,Dexerto,1
2115,naoe shinobi iga,Gamer Escape,1
2116,naoe shinobi iga,XboxEra,1
2117,series assassin creed,Dexerto,1
2118,series assassin creed,Hooked Gamers,1
2119,series assassin creed,Twinfinite,1
2120,series assassin creed,wgtc,1
2121,march 20 2025,Dexerto,1
2122,march 20 2025,GamingTrend,2
2123,march 20 2025,PlayStation Universe,1
2124,march 20 2025,RPG Site,1
2125,fan assassin creed,Dexerto,2
2126,fan assassin creed,GameGrin,1
2127,fan assassin creed,GameRant,1
2128,fan assassin creed,TheEscapist,1
2129,fan assassin creed,TheSixthAxis,1
2130,fan assassin creed,TheXboxHub,1
2131,fan assassin creed,ZTGD,1
2132,year since first,Dexerto,1
2133,year since first,XboxAchievements,1
2134,since first assassin,Dexerto,1
2135,since first assassin,XboxAchievements,1
2136,first assassin creed,Dexerto,1
2137,first assassin creed,GameRant,1
2138,first assassin creed,HardcoreGamer,1
2139,first assassin creed,Impulse Gamer,1
2140,first assassin creed,Kotaku,1
2141,first assassin creed,Loot Level Chill,1
2142,first assassin creed,PCGamesN,1
2143,first assassin creed,Push Square,1
2144,first assassin creed,Stevivor,1
2145,first assassin creed,TheSixthAxis,1
2146,first assassin creed,XboxAchievements,1
2147,assassin creed release,Dexerto,1
2148,assassin creed release,DualShockers,1
2149,assassin creed release,Ragequit,1
2150,come expect modern,Dexerto,1
2151,come expect modern,Polygon,1
2152,relatedassassin creed shadow,Dexerto,1
2153,relatedassassin creed shadow,Polygon,2
2154,shadow also feel,Dexerto,1
2155,shadow also feel,GamingBolt,1
2156,assassin creed jank,Dexerto,1
2157,assassin creed jank,DigitalSpy,1
2158,give naoe yasuke,Dexerto,1
2159,give naoe yasuke,GamingTrend,1
2160,creed shadow two,Dexerto,1
2161,creed shadow two,GameGrin,1
2162,creed shadow two,HardcoreGamer,1
2163,creed shadow two,Twinfinite,1
2164,shadow two protagonist,Dexerto,1
2165,shadow two protagonist,Inverse,1
2166,yasuke fighting style,Dexerto,1
2167,yasuke fighting style,gamepressure,1
2168,weapon armor trinket,Dexerto,1
2169,weapon armor trinket,GamingTrend,1
2170,game make feel,Dexerto,1
2171,game make feel,GamingBolt,2
2172,fun would great,Dexerto,1
2173,fun would great,Inverse,1
2174,something new game,Dexerto,1
2175,something new game,XboxEra,1
2176,one best addition,Dexerto,1
2177,one best addition,GamingTrend,1
2178,point interest map,Dexerto,1
2179,point interest map,Hooked Gamers,1
2180,verdict assassin creed,Dexerto,1
2181,verdict assassin creed,IGN,1
2182,assassin creed fight,Dexerto,1
2183,assassin creed fight,GamesRadar,1
2184,world feudal japan,Dexerto,1
2185,world feudal japan,HardcoreGamer,1
2186,best assassin creed,Dexerto,1
2187,best assassin creed,Digital Trends,1
2188,best assassin creed,GameRant,2
2189,best assassin creed,GameSpew,1
2190,best assassin creed,GameSpot,1
2191,best assassin creed,GamingBible,2
2192,best assassin creed,GamingBolt,2
2193,best assassin creed,GamingTrend,1
2194,best assassin creed,HardcoreGamer,1
2195,best assassin creed,Kotaku,1
2196,best assassin creed,PCGamesN,1
2197,best assassin creed,PlayStation Universe,3
2198,best assassin creed,TechRadar,1
2199,best assassin creed,TheEscapist,1
2200,best assassin creed,Twinfinite,1
2201,best assassin creed,VG247,1
2202,best assassin creed,VGC,1
2203,best assassin creed,wgtc,1
2204,creed game since,Dexerto,1
2205,creed game since,ZTGD,1
2206,creed shadow review best,Dexerto,1
2207,creed shadow review best,VGC,1
2208,black flag assassin creed,Dexerto,1
2209,black flag assassin creed,GamingTrend,1
2210,series assassin creed shadow,Dexerto,1
2211,series assassin creed shadow,Hooked Gamers,1
2212,series assassin creed shadow,Twinfinite,1
2213,series assassin creed shadow,wgtc,1
2214,year since first assassin,Dexerto,1
2215,year since first assassin,XboxAchievements,1
2216,since first assassin creed,Dexerto,1
2217,since first assassin creed,XboxAchievements,1
2218,assassin creed shadow two,Dexerto,1
2219,assassin creed shadow two,GameGrin,1
2220,assassin creed shadow two,HardcoreGamer,1
2221,assassin creed shadow two,Twinfinite,1
2222,best assassin creed game,Dexerto,1
2223,best assassin creed game,Digital Trends,1
2224,best assassin creed game,GameRant,1
2225,best assassin creed game,GameSpew,1
2226,best assassin creed game,GamingBible,2
2227,best assassin creed game,GamingBolt,2
2228,best assassin creed game,GamingTrend,1
2229,best assassin creed game,HardcoreGamer,1
2230,best assassin creed game,PlayStation Universe,3
2231,best assassin creed game,TechRadar,1
2232,best assassin creed game,TheEscapist,1
2233,best assassin creed game,Twinfinite,1
2234,best assassin creed game,VGC,1
2235,best assassin creed game,wgtc,1
2236,assassin creed game since,Dexerto,1
2237,assassin creed game since,ZTGD,1
2238,assassin creed shadow review best,Dexerto,1
2239,assassin creed shadow review best,VGC,1
2240,year since first assassin creed,Dexerto,1
2241,year since first assassin creed,XboxAchievements,1
2242,turn tea bowl,Digital Trends,1
2243,turn tea bowl,digitalchumps,1
2244,turn tea bowl,Rock Paper Shotgun,1
2245,sprawl open world,Digital Trends,1
2246,sprawl open world,digitalchumps,1
2247,creed valhalla shadow,Digital Trends,1
2248,creed valhalla shadow,Inverse,1
2249,long running series,Digital Trends,1
2250,long running series,RPG Site,1
2251,long running series,Shacknews,1
2252,long running series,Worthplaying PC,2
2253,yasuke one two,Digital Trends,1
2254,yasuke one two,DualShockers,1
2255,one two playable,Digital Trends,1
2256,one two playable,DualShockers,1
2257,retainer oda nobunaga,Digital Trends,1
2258,retainer oda nobunaga,Inverse,1
2259,shadow dual protagonist,Digital Trends,1
2260,shadow dual protagonist,GameRant,1
2261,shadow dual protagonist,TheEscapist,1
2262,shadow dual protagonist,ZTGD,1
2263,avenge father death,Digital Trends,1
2264,avenge father death,digitalchumps,1
2265,assassin creed character,Digital Trends,1
2266,assassin creed character,Inverse,1
2267,assassin creed character,Stevivor,1
2268,able scale building,Digital Trends,1
2269,able scale building,The Verge,1
2270,high enough reach,Digital Trends,1
2271,high enough reach,GameSpot,1
2272,make feel like,Digital Trends,1
2273,make feel like,Gamereactor,1
2274,make feel like,GameSpot,1
2275,make feel like,GamingBolt,2
2276,make feel like,GamingTrend,2
2277,make feel like,HardcoreGamer,1
2278,make feel like,Hooked Gamers,1
2279,make feel like,Metro News,1
2280,make feel like,Movies Games and Tech,1
2281,make feel like,Twinfinite,1
2282,make feel like,XboxEra,1
2283,figure like hattori,Digital Trends,1
2284,figure like hattori,slant,1
2285,yasuke naoe personal,Digital Trends,1
2286,yasuke naoe personal,GamesRadar,1
2287,naoe personal story,Digital Trends,1
2288,naoe personal story,Eurogamer,1
2289,sometimes feel like,Digital Trends,1
2290,sometimes feel like,Gaming Age,1
2291,sometimes feel like,Xbox Tavern,1
2292,make good use,Digital Trends,2
2293,make good use,slant,1
2294,still assassin creed,Digital Trends,1
2295,still assassin creed,GamesRadar,1
2296,still assassin creed,Kotaku,1
2297,still assassin creed,Order of the Template,1
2298,still assassin creed,wccftech,1
2299,stealth action shadow,Digital Trends,1
2300,stealth action shadow,PC Gamer,1
2301,want tackle mission,Digital Trends,1
2302,want tackle mission,Xbox Tavern,1
2303,sneak heavily guard,Digital Trends,1
2304,sneak heavily guard,Player2,1
2305,go toe to,Digital Trends,1
2306,go toe to,GamingTrend,1
2307,toe to toe,Digital Trends,1
2308,toe to toe,GamingTrend,1
2309,shadow great job,Digital Trends,1
2310,shadow great job,Shacknews,1
2311,effect make enemy,Digital Trends,1
2312,effect make enemy,Finger Guns,1
2313,force player adapt,Digital Trends,1
2314,force player adapt,digitalchumps,1
2315,force player adapt,wccftech,1
2316,never really clear,Digital Trends,1
2317,never really clear,DualShockers,1
2318,long katanas naginatas,Digital Trends,1
2319,long katanas naginatas,GameSpew,1
2320,chip away enemy,Digital Trends,1
2321,chip away enemy,Gaming Age,1
2322,game build around,Digital Trends,1
2323,game build around,Game8,1
2324,gap assassin creed,Digital Trends,1
2325,gap assassin creed,PCGamesN,1
2326,creed shadow almost,Digital Trends,2
2327,creed shadow almost,Push Square,1
2328,shadow almost feel,Digital Trends,2
2329,shadow almost feel,Push Square,1
2330,feel like would,Digital Trends,2
2331,feel like would,Gamer Escape,1
2332,feel like would,PlayStation Universe,1
2333,approach open world,Digital Trends,1
2334,approach open world,Finger Guns,1
2335,open world design,Digital Trends,1
2336,open world design,Finger Guns,1
2337,open world design,Push Square,1
2338,open world design,wccftech,1
2339,open world design,Well Played,1
2340,imagine many player,Digital Trends,1
2341,imagine many player,Inverse,1
2342,red dead redemption,Digital Trends,1
2343,red dead redemption,Gamecritics,1
2344,red dead redemption,GamesRadar,1
